Identifiant;Statut;Motif du refus;Domaine;Activité;Commune;Rue;Type d'ouvrage;Code ouvrage;Num. DI;Ordre de travail;Programme;Créé le;Entreprise;Date Intervention;Intervenant;Observation;Durée Intervention;obs_clean;remplacement_fusible;remplacement_ampoule;remplacement_driver;remplacement_boite_derivation;remplacement_driver_et_connexions;pose_lanterne_provisoire;separation_phases_cablage;plateau_led_hs;reenclenchement_disjoncteur;reprise_raccordement;refection_connexions;resume_ia
44905393;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE LOUIS LE BOURHIS;Luminaire;E22_1;;465.0;;15/09/2025;CITEOS QUIMPER;2025-09-15;CITEOS_EQUIPE 1;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905391;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ROUTE DE ROSPORDEN;Luminaire;E3311;;465.0;;15/09/2025;CITEOS QUIMPER;2025-09-15;CITEOS_EQUIPE 1;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905389;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ROUTE DE ROSPORDEN;Luminaire;E3310;;465.0;;15/09/2025;CITEOS QUIMPER;2025-09-15;CITEOS_EQUIPE 1;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905387;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ROUTE DE ROSPORDEN;Luminaire;E3309;;465.0;;15/09/2025;CITEOS QUIMPER;2025-09-15;CITEOS_EQUIPE 1;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905385;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ROUTE DE ROSPORDEN;Luminaire;E3308;;465.0;;15/09/2025;CITEOS QUIMPER;2025-09-15;CITEOS_EQUIPE 1;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905383;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ROUTE DE ROSPORDEN;Luminaire;E3307;;465.0;;15/09/2025;CITEOS QUIMPER;2025-09-15;CITEOS_EQUIPE 1;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905381;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ROUTE DE ROSPORDEN;Luminaire;E3306;;465.0;;15/09/2025;CITEOS QUIMPER;2025-09-15;CITEOS_EQUIPE 1;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905379;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ROUTE DE ROSPORDEN;Luminaire;E3305;;465.0;;15/09/2025;CITEOS QUIMPER;2025-09-15;CITEOS_EQUIPE 1;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905377;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ROUTE DE ROSPORDEN;Luminaire;E3304;;465.0;;15/09/2025;CITEOS QUIMPER;2025-09-15;CITEOS_EQUIPE 1;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905375;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ROUTE DE ROSPORDEN;Luminaire;E3303;;465.0;;15/09/2025;CITEOS QUIMPER;2025-09-15;CITEOS_EQUIPE 1;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905373;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ROUTE DE ROSPORDEN;Luminaire;E3302;;465.0;;15/09/2025;CITEOS QUIMPER;2025-09-15;CITEOS_EQUIPE 1;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905371;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ROUTE DE ROSPORDEN;Luminaire;E3301;;465.0;;15/09/2025;CITEOS QUIMPER;2025-09-15;CITEOS_EQUIPE 1;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905369;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE SAINTE ANNE DE GUELEN;Luminaire;E3110_1;;465.0;;15/09/2025;CITEOS QUIMPER;2025-09-15;CITEOS_EQUIPE 1;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905367;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE SAINTE ANNE DE GUELEN;Luminaire;E3108_1;;465.0;;15/09/2025;CITEOS QUIMPER;2025-09-15;CITEOS_EQUIPE 1;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905365;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE SAINTE ANNE DE GUELEN;Luminaire;E3107_1;;465.0;;15/09/2025;CITEOS QUIMPER;2025-09-15;CITEOS_EQUIPE 1;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905363;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE SAINTE ANNE DE GUELEN;Luminaire;E3109_1;;465.0;;15/09/2025;CITEOS QUIMPER;2025-09-15;CITEOS_EQUIPE 1;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905361;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ROUTE DE ROSPORDEN;Luminaire;E3165_1;;465.0;;15/09/2025;CITEOS QUIMPER;2025-09-15;CITEOS_EQUIPE 1;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905359;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ROUTE DE ROSPORDEN;Luminaire;E3164_1;;465.0;;15/09/2025;CITEOS QUIMPER;2025-09-15;CITEOS_EQUIPE 1;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905357;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ROUTE DE ROSPORDEN;Luminaire;E3163_1;;465.0;;15/09/2025;CITEOS QUIMPER;2025-09-15;CITEOS_EQUIPE 1;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905355;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ROUTE DE ROSPORDEN;Luminaire;E3162_1;;465.0;;15/09/2025;CITEOS QUIMPER;2025-09-15;CITEOS_EQUIPE 1;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905353;A valider;;Eclairage public;Curatif Point Lumineux;QUIMPER;RUE SAINT MATHIEU;Luminaire;C336_1;12239.0;;;12/09/2025;CITEOS QUIMPER;2025-09-12;CITEOS_EQUIPE 2;Remplacement du driver essai ok;;remplacement du driver essai ok;non;non;oui;non;oui;non;non;non;non;non;non;remplacement driver, remplacement driver et connexions
44905351;A valider;;Eclairage public;Curatif Point Lumineux;QUIMPER;IMPASSE DE LA GARE;Luminaire;C1196_1;12367.0;;;12/09/2025;CITEOS QUIMPER;2025-09-12;CITEOS_EQUIPE 1;Changement de fusible 25A (10×38) Recherche de panne..Déconnection du E3144 .Vérification du réseau aérien et des boîtiers classe 2 des points C572 à C 575 et C 1242.RAS .;2:00;changement de fusible 25a (10×38) recherche de panne..déconnection du e3144 .vérification du réseau aérien et des boîtiers classe 2 des points c572 à c 575 et c 1242.ras .;oui;non;non;non;non;non;non;non;non;non;non;remplacement fusible
44905349;A valider;;Eclairage public;Curatif Point Lumineux;QUIMPER;RUE DE KERGARIOU;Luminaire;C898_1;12207.0;;;12/09/2025;CITEOS QUIMPER;2025-09-12;CITEOS_EQUIPE 2;Le luminaire fonctionne normalement essai pendant 30 min;;le luminaire fonctionne normalement essai pendant 30 min;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905347;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE JEAN-PIERRE CALLOC'H;Luminaire;C572_1;;466.0;;11/09/2025;CITEOS QUIMPER;2025-09-11;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905345;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE JEAN-PIERRE CALLOC'H;Luminaire;C575_1;;466.0;;11/09/2025;CITEOS QUIMPER;2025-09-11;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905343;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE JEAN-PIERRE CALLOC'H;Luminaire;C574_1;;466.0;;11/09/2025;CITEOS QUIMPER;2025-09-11;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905341;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE JEAN-PIERRE CALLOC'H;Luminaire;C573_1;;466.0;;11/09/2025;CITEOS QUIMPER;2025-09-11;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905339;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE JEAN JAURES;Luminaire;C506_1;;466.0;;11/09/2025;CITEOS QUIMPER;2025-09-11;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905337;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE DE PEN AR STANG;Luminaire;E2426_1;;466.0;;11/09/2025;CITEOS QUIMPER;2025-09-11;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905335;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE DE PEN AR STANG;Luminaire;E2425_1;;466.0;;11/09/2025;CITEOS QUIMPER;2025-09-11;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905333;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE MICHELET;Luminaire;E2500_1;;466.0;;11/09/2025;CITEOS QUIMPER;2025-09-11;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905331;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE MICHELET;Luminaire;E2499_1;;466.0;;11/09/2025;CITEOS QUIMPER;2025-09-11;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905329;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE MICHELET;Luminaire;E2501_1;;466.0;;11/09/2025;CITEOS QUIMPER;2025-09-11;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905327;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE JOSEPH LE BRIX;Luminaire;E2379_1;;466.0;;11/09/2025;CITEOS QUIMPER;2025-09-11;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905325;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE GUILLAUME BOUGEANT;Luminaire;E2386_1;;466.0;;11/09/2025;CITEOS QUIMPER;2025-09-11;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905323;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE LAMARTINE;Luminaire;E2328_1;;466.0;;11/09/2025;CITEOS QUIMPER;2025-09-11;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905321;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE LAMARTINE;Luminaire;E2325_1;;466.0;;11/09/2025;CITEOS QUIMPER;2025-09-11;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905319;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE BIENVENUE;Luminaire;E2320_1;;466.0;;11/09/2025;CITEOS QUIMPER;2025-09-11;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905317;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE PAUL CEZANNE;Luminaire;E3134_1;;466.0;;11/09/2025;CITEOS QUIMPER;2025-09-11;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905315;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE PAUL GAUGUIN;Luminaire;E2081_1;;466.0;;11/09/2025;CITEOS QUIMPER;2025-09-11;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905313;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE DES RESEDAS;Luminaire;E1949_1;;466.0;;11/09/2025;CITEOS QUIMPER;2025-09-11;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905311;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE LOUIS PASTEUR;Luminaire;E2690_1;;466.0;;11/09/2025;CITEOS QUIMPER;2025-09-11;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905309;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;ROUTE DE CONCARNEAU;Luminaire;E3543;;466.0;;11/09/2025;CITEOS QUIMPER;2025-09-11;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905307;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;PONT DE L'EAU BLANCHE;Luminaire;E1853_2;;466.0;;10/09/2025;CITEOS QUIMPER;2025-09-10;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905305;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;PONT DE L'EAU BLANCHE;Luminaire;E1854_1;;466.0;;10/09/2025;CITEOS QUIMPER;2025-09-10;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905303;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;AVENUE YVES THEPOT;Luminaire;E2003_1;;466.0;;10/09/2025;CITEOS QUIMPER;2025-09-10;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905301;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE DE LA NOUVELLE CALEDONIE;Luminaire;E1397_1;;466.0;;10/09/2025;CITEOS QUIMPER;2025-09-10;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905299;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;AVENUE DE LIMERICK;Luminaire;E1364_1;;466.0;;10/09/2025;CITEOS QUIMPER;2025-09-10;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905297;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE DE L'ILE DE BATZ;Luminaire;E1319_1;;466.0;;10/09/2025;CITEOS QUIMPER;2025-09-10;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905295;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE DE L'ILE D'HOUAT;Luminaire;E1163_1;;466.0;;10/09/2025;CITEOS QUIMPER;2025-09-10;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905293;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;ROUTE DE CONCARNEAU;Luminaire;E3542;;466.0;;10/09/2025;CITEOS QUIMPER;2025-09-10;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905291;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;ROUTE DE CONCARNEAU;Luminaire;E3541;;466.0;;10/09/2025;CITEOS QUIMPER;2025-09-10;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905289;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;ROUTE DE CONCARNEAU;Luminaire;E3540;;466.0;;10/09/2025;CITEOS QUIMPER;2025-09-10;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905287;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;ROUTE DE CONCARNEAU;Luminaire;E809_1;;466.0;;10/09/2025;CITEOS QUIMPER;2025-09-10;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905285;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE DE L'ILE MARIE-GALANTE;Luminaire;E2855_1;;466.0;;10/09/2025;CITEOS QUIMPER;2025-09-10;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905283;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;ROUTE DE CONCARNEAU;Luminaire;E811_1;;466.0;;10/09/2025;CITEOS QUIMPER;2025-09-10;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905281;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;ALLEE DE LA GUADELOUPE;Luminaire;E1510_1;;466.0;;10/09/2025;CITEOS QUIMPER;2025-09-10;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905279;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE DE TAHITI;Luminaire;E1509_1;;466.0;;10/09/2025;CITEOS QUIMPER;2025-09-10;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905277;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;AVENUE DE REMSCHEID;Luminaire;E1479_1;;466.0;;10/09/2025;CITEOS QUIMPER;2025-09-10;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905275;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE FELIX LE DANTEC;Luminaire;E2976_1;;465.0;;10/09/2025;CITEOS QUIMPER;2025-09-10;CITEOS_EQUIPE 1;Lanternes  leds axia;;lanternes  leds axia;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905273;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE FELIX LE DANTEC;Luminaire;E2975_1;;465.0;;10/09/2025;CITEOS QUIMPER;2025-09-10;CITEOS_EQUIPE 1;Lanternes  leds axia;;lanternes  leds axia;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905271;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE FELIX LE DANTEC;Luminaire;E2974_1;;465.0;;10/09/2025;CITEOS QUIMPER;2025-09-10;CITEOS_EQUIPE 1;Lanternes  leds axia;;lanternes  leds axia;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905269;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE FELIX LE DANTEC;Luminaire;E2973_1;;465.0;;10/09/2025;CITEOS QUIMPER;2025-09-10;CITEOS_EQUIPE 1;Lanternes  leds axia;;lanternes  leds axia;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905267;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE FELIX LE DANTEC;Luminaire;E2972_1;;465.0;;10/09/2025;CITEOS QUIMPER;2025-09-10;CITEOS_EQUIPE 1;Lanternes  leds axia;;lanternes  leds axia;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905265;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE FELIX LE DANTEC;Luminaire;E2971_1;;465.0;;10/09/2025;CITEOS QUIMPER;2025-09-10;CITEOS_EQUIPE 1;Lanternes  leds axia;;lanternes  leds axia;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905263;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE FELIX LE DANTEC;Luminaire;E2970_1;;465.0;;10/09/2025;CITEOS QUIMPER;2025-09-10;CITEOS_EQUIPE 1;Lanternes  leds axia;;lanternes  leds axia;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905261;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE FELIX LE DANTEC;Luminaire;E2969_1;;465.0;;10/09/2025;CITEOS QUIMPER;2025-09-10;CITEOS_EQUIPE 1;Lanternes  leds axia;;lanternes  leds axia;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905259;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE FELIX LE DANTEC;Luminaire;E2968_1;;465.0;;10/09/2025;CITEOS QUIMPER;2025-09-10;CITEOS_EQUIPE 1;Lanternes  leds axia;;lanternes  leds axia;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905257;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE FELIX LE DANTEC;Luminaire;E2967_1;;465.0;;10/09/2025;CITEOS QUIMPER;2025-09-10;CITEOS_EQUIPE 1;Lanternes  leds axia;;lanternes  leds axia;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905255;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE FELIX LE DANTEC;Luminaire;E2966_1;;465.0;;10/09/2025;CITEOS QUIMPER;2025-09-10;CITEOS_EQUIPE 1;Lanternes  leds axia;;lanternes  leds axia;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905253;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;BOULEVARD DU MOULIN AU DUC;Luminaire;C1215_1;;466.0;;10/09/2025;CITEOS QUIMPER;2025-09-10;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905251;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;ROND POINT GUTENBERG;Luminaire;E1106_1;;466.0;;09/09/2025;CITEOS QUIMPER;2025-09-09;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905249;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;BOULEVARD FLANDRES DUNKERQUE1940;Luminaire;E1116_1;;466.0;;09/09/2025;CITEOS QUIMPER;2025-09-09;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905247;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;ROND POINT GUTENBERG;Luminaire;E2860_1;;466.0;;09/09/2025;CITEOS QUIMPER;2025-09-09;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905245;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;AVENUE DU MORBIHAN;Luminaire;E1108_1;;466.0;;09/09/2025;CITEOS QUIMPER;2025-09-09;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905243;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;ROND POINT D' ERGUE-ARMEL;Luminaire;E3296;;466.0;;09/09/2025;CITEOS QUIMPER;2025-09-09;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905241;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;BOULEVARD DU MOULIN AU DUC;Luminaire;C1220_1;;466.0;;09/09/2025;CITEOS QUIMPER;2025-09-09;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905239;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE KEREON;Luminaire;C856_1;;466.0;;09/09/2025;CITEOS QUIMPER;2025-09-09;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905237;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE LAENNEC;Luminaire;C945_1;;466.0;;09/09/2025;CITEOS QUIMPER;2025-09-09;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905235;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE SAINT MATHIEU;Luminaire;C336_1;;466.0;;09/09/2025;CITEOS QUIMPER;2025-09-09;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905233;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE SAINT MATHIEU;Luminaire;C333_1;;466.0;;09/09/2025;CITEOS QUIMPER;2025-09-09;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905231;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;PLACE DU 118EME R.I.;Luminaire;C159_1;;466.0;;09/09/2025;CITEOS QUIMPER;2025-09-09;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905229;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;PLACE DU 118EME R.I.;Luminaire;C161_1;;466.0;;09/09/2025;CITEOS QUIMPER;2025-09-09;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905227;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE SAINT MATHIEU;Luminaire;C162_1;;466.0;;09/09/2025;CITEOS QUIMPER;2025-09-09;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905225;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;VENELLE DE LA GLACIERE;Luminaire;C1224_1;;466.0;;09/09/2025;CITEOS QUIMPER;2025-09-09;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905223;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;ALLEES DE LOCMARIA;Luminaire;C458_1;;466.0;;09/09/2025;CITEOS QUIMPER;2025-09-09;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905221;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE JEAN-BAPTISTE BOUSQUET;Luminaire;E3327;;466.0;;09/09/2025;CITEOS QUIMPER;2025-09-09;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905219;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;PLACE DU STIVEL;Luminaire;C1118_7;;466.0;;09/09/2025;CITEOS QUIMPER;2025-09-09;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905217;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;PLACE DU STIVEL;Luminaire;C1118_1;;466.0;;09/09/2025;CITEOS QUIMPER;2025-09-09;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905215;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE COMMANDANT AVRIL;Luminaire;E2554_1;;466.0;;09/09/2025;CITEOS QUIMPER;2025-09-09;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905213;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;VENELLE DE LA POTERIE;Luminaire;E3399;;466.0;;09/09/2025;CITEOS QUIMPER;2025-09-09;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905211;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;VENELLE DE LA POTERIE;Luminaire;E2502_1;;466.0;;09/09/2025;CITEOS QUIMPER;2025-09-09;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905209;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE DU FRUGY;Luminaire;E3411_2;;466.0;;09/09/2025;CITEOS QUIMPER;2025-09-09;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905207;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE DU FRUGY;Luminaire;E3411;;466.0;;09/09/2025;CITEOS QUIMPER;2025-09-09;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905205;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE DU FRUGY;Luminaire;E2099_1;;466.0;;09/09/2025;CITEOS QUIMPER;2025-09-09;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905203;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE EMILE ZOLA;Luminaire;E2090_1;;466.0;;09/09/2025;CITEOS QUIMPER;2025-09-09;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905201;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE DE L'UNIVERSITE;Luminaire;E2250_1;;466.0;;09/09/2025;CITEOS QUIMPER;2025-09-09;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905199;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE JEAN JACQUES ROUSSEAU;Luminaire;E2155_1;;466.0;;09/09/2025;CITEOS QUIMPER;2025-09-09;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44905197;Validé;;Eclairage public;Tournée de nuit luminaire;QUIMPER;RUE EMILE ZOLA;Luminaire;E2150_1;;466.0;;09/09/2025;CITEOS QUIMPER;2025-09-09;;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
