Identifiant;Statut;Motif du refus;Domaine;Activité;Commune;Rue;Type d'ouvrage;Code ouvrage;Num. DI;Ordre de travail;Programme;Créé le;Entreprise;Date Intervention;Intervenant;Observation;Durée Intervention;obs_clean;remplacement_fusible;remplacement_ampoule;remplacement_driver;remplacement_boite_derivation;remplacement_driver_et_connexions;pose_lanterne_provisoire;separation_phases_cablage;plateau_led_hs;reenclenchement_disjoncteur;reprise_raccordement;refection_connexions;resume_ia
44004731;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE CHARLES CHASSE;Luminaire;K445_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004729;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE CHARLES CHASSE;Luminaire;K444_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004727;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE FILIGER;Luminaire;K454_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004725;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE FILIGER;Luminaire;K453_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004723;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE FILIGER;Luminaire;K452_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004721;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE FILIGER;Luminaire;K451_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004719;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE FILIGER;Luminaire;K450_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004717;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ALLEE ALEXANDRE VERCHIN;Luminaire;K476_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004715;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ALLEE ALEXANDRE VERCHIN;Luminaire;K477_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004713;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ALLEE ALEXANDRE VERCHIN;Luminaire;K478_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004711;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ALLEE ALEXANDRE VERCHIN;Luminaire;K479_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004709;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE MONSEIGNEUR DUPARC;Luminaire;K475_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004707;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE MONSEIGNEUR DUPARC;Luminaire;K474_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004705;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE CHARLES CHASSE;Luminaire;K461_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004703;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE CHARLES CHASSE;Luminaire;K460_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004701;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE CHARLES CHASSE;Luminaire;K459_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004699;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE CHARLES CHASSE;Luminaire;K458_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004697;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE CHARLES CHASSE;Luminaire;K449_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004695;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE CHARLES CHASSE;Luminaire;K448_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004693;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE CHARLES CHASSE;Luminaire;K447_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004691;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE CHARLES CHASSE;Luminaire;K446_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004689;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE FRANCOIS LE ROY;Luminaire;K493_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004687;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE PONTHIER DE CHAMAILLARD;Luminaire;K1807_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004685;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE PONTHIER DE CHAMAILLARD;Luminaire;K1806_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004683;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE PONTHIER DE CHAMAILLARD;Luminaire;K1804_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004681;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE PONTHIER DE CHAMAILLARD;Luminaire;K1807_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004679;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE PONTHIER DE CHAMAILLARD;Luminaire;K1806_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004677;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE PONTHIER DE CHAMAILLARD;Luminaire;K1804_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004675;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE PONTHIER DE CHAMAILLARD;Luminaire;K1797_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004673;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE DE KERMOGUER;Luminaire;K1660_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004671;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE PROFESSEUR ALAIN;Luminaire;K376_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004669;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE PROFESSEUR ALAIN;Luminaire;K375_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004667;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE ARMAND ROBIN;Luminaire;K374_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004665;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE ARMAND ROBIN;Luminaire;K373_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004663;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ALLEE ARMAND ROBIN;Luminaire;K377_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004661;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE ARMAND ROBIN;Luminaire;K372_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004659;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE PIERRE RENE FELIX DAGORNE;Luminaire;K1472_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004657;Validé;;Eclairage public;Curatif Point Lumineux;QUIMPER;VIEILLE ROUTE DE ROSPORDEN;Luminaire;E3487;11459.0;;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;Départ vieille route de rosporden disjoncter à l'armoire 186, réenclenchement de celui-ci essai ok;;départ vieille route de rosporden disjoncter à l'armoire 186, réenclenchement de celui-ci essai ok;non;non;non;non;non;non;non;non;oui;non;non;reenclenchement disjoncteur
44004655;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ALEZ AN EOSTIGED;Luminaire;K2089;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004653;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ALEZ AN EOSTIGED;Luminaire;K2088;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004651;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ALEZ AN EOSTIGED;Luminaire;K2087;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004649;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ALEZ AN EOSTIGED;Luminaire;K1966;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004647;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE D'ORENSE;Luminaire;K1949;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004645;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE D'ORENSE;Luminaire;K1948;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004643;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE D'ORENSE;Luminaire;K1947;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004641;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE D'ORENSE;Luminaire;K2079;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004639;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE D'ORENSE;Luminaire;K1953;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004637;A valider;;Eclairage public;Curatif Point Lumineux;QUIMPER;PLACE DENIS BERARDIER;Luminaire;E2534_1;11453.0;;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004635;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE D'ORENSE;Luminaire;K2081;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004633;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE D'ORENSE;Luminaire;K2080;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004631;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE D'ORENSE;Luminaire;K1954;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004629;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE D'ORENSE;Luminaire;K1952;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004627;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE D'ORENSE;Luminaire;K1951;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004625;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE D'ORENSE;Luminaire;K1950;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004623;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE MARIE ROSE LE BLOCH;Luminaire;K1963;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004621;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE MARIE ROSE LE BLOCH;Luminaire;K1962;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004619;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE MARIE ROSE LE BLOCH;Luminaire;K1961;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004617;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE MARIE ROSE LE BLOCH;Luminaire;K1960;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004615;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE MARIE ROSE LE BLOCH;Luminaire;K1959;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004613;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE MARIE ROSE LE BLOCH;Luminaire;K1958;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004611;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE MARIE ROSE LE BLOCH;Luminaire;K1957;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004609;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE MARIE ROSE LE BLOCH;Luminaire;K1956;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004607;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE MONSEIGNEUR DUPARC;Luminaire;K464_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004605;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE DE PLOEUC;Luminaire;K473_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004603;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE MONSEIGNEUR DUPARC;Luminaire;K467_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004601;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE MONSEIGNEUR DUPARC;Luminaire;K466_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004599;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE CONEN DE SAINT LUC;Luminaire;K488_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004597;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE PIERRE DE BEAUMARCHAIS;Luminaire;K487_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004595;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE PIERRE DE BEAUMARCHAIS;Luminaire;K472_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004593;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE PIERRE DE BEAUMARCHAIS;Luminaire;K471_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004591;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE PIERRE DE BEAUMARCHAIS;Luminaire;K470_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004589;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE PIERRE DE BEAUMARCHAIS;Luminaire;K469_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004587;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE MONSEIGNEUR DUPARC;Luminaire;K465_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004585;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE MONSEIGNEUR DUPARC;Luminaire;K462_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004583;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE PIERRE DE BEAUMARCHAIS;Luminaire;K468_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004581;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE PIERRE DE BEAUMARCHAIS;Luminaire;K604_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004579;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE MONSEIGNEUR DE COETLOGON;Luminaire;K603_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004577;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE MONSEIGNEUR DE COETLOGON;Luminaire;K602_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004575;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE MONSEIGNEUR DE COETLOGON;Luminaire;K601_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004573;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE PIERRE PATEROUR;Luminaire;K902_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004571;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE PIERRE PATEROUR;Luminaire;K907_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004569;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE PIERRE PATEROUR;Luminaire;K901_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004567;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE PIERRE PATEROUR;Luminaire;K560_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004565;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE PIERRE DE BEAUMARCHAIS;Luminaire;K1588_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004563;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE JEAN FRANCOIS LE GONIDEC;Luminaire;K561_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004561;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE JEAN FRANCOIS LE GONIDEC;Luminaire;K562_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004559;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE JEAN FRANCOIS LE GONIDEC;Luminaire;K563_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004557;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE JEAN FRANCOIS LE GONIDEC;Luminaire;K564_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
